17.332863,0.15012611,1.2401434,0.48221812,-0.6697121,0.111854054,0.37707078,1.1996669,0.4459949,-1.450269,1.9524438,-0.30797634,-0.016159164,1.1107875,0.4826178,-1.4282696,0.47425437,0.5035795,4.735054,1.2993553
-4.5991406,-0.22981092,0.14223929,-0.49806106,-0.5725683,0.5965362,-0.48244345,-0.40352753,-0.39118606,0.60232437,-0.35940367,-0.48302218,-0.13050985,0.035570323,-0.7570159,-0.046778034,-0.3004493,-0.05081748,-0.31519458,0.65650433
-3.2886894,-0.30994952,-0.16213267,0.11141904,-0.72606313,0.44997633,-0.3163355,0.86039996,-0.723301,1.0491816,-1.6894542,-1.2043622,-1.0205832,-0.1997537,3.1489642,-0.7663113,2.5912611,0.20398903,-0.3734116,1.8861525
15.492314,-0.17555833,0.49057144,0.18262424,-1.0836278,-0.0020386,-1.285813,-0.808301,0.11155462,-0.43600985,1.0707982,0.54982084,0.13853125,0.26023132,0.22123164,-1.8537807,-1.117791,0.19991623,1.3610648,-0.95621115
-4.3583226,-0.043427967,-0.26346436,-0.034086443,-0.4498819,-0.26957643,-0.34940353,-0.78640366,-0.680316,-0.5362725,-0.29079574,0.36806077,0.0038236305,-0.191306,-0.37886748,0.17899412,-0.2942586,-0.55415267,0.14935955,-1.941971e-05
-3.8231313,-0.3837344,-0.8682922,-0.50400615,-0.0076418254,0.339267,-0.6097965,0.15661909,-0.34747228,-1.2707775,-1.6041248,-0.37551758,-0.24791172,-0.14244272,0.008265817,1.9852005,-0.21191494,0.21827768,1.1323266,1.2925138
-4.2661347,-1.7516657,-0.27855274,2.6739523,-0.37856334,-2.111946,-4.1668143,11.019073,4.242451,-2.9185934,0.8910879,0.89665866,-3.5372071,-1.9519601,2.3740263,-0.32384825,-1.683325,-1.329075,-0.3743972,-1.1036574
-4.0460305,-0.2721842,-0.24250093,0.10618828,0.32237422,0.01114152,-0.6894468,0.4390219,0.74662614,-1.1120743,0.0799506,0.19026671,1.5748937,0.437652,-0.6003344,-0.54997724,0.5956299,1.0954015,1.0041544,-1.2257861
16.872644,-0.018171016,-0.5996901,0.9123426,0.47289917,-0.26837805,1.0012391,0.18433888,-0.31358826,-0.2517076,1.5767274,-0.5150259,1.2129816,0.8949951,-0.16882649,-1.2925708,-0.64637613,-0.9415824,1.2124859,0.19520211
-4.6682334,-0.30583248,-0.46458432,-0.11099763,-0.7871887,-0.29026031,-0.37841374,-0.4482084,-0.44030368,-0.2375649,-0.040708035,-0.43589768,-0.08737963,-0.29265752,-0.0009946852,0.066848084,-0.51770264,-0.74982786,0.66749644,0.36036962
-3.9267201,-0.44566172,-0.18740866,-0.48885795,-0.4108789,0.20349263,-0.28507483,0.28357652,-0.428767,-0.03140287,-0.1322736,-0.41720906,0.037332956,0.35147887,-0.26677093,-0.7059889,-0.20788158,-0.53964514,0.14418104,0.90833783
-4.373587,-0.018581614,-0.28931952,-0.31370848,-0.1750853,-0.0240358,-0.33020788,-0.3659233,-0.48207724,0.26606748,-0.22090706,-0.2123503,-0.04783612,0.12002098,0.22983682,0.025419977,0.22313279,0.082924195,0.21605258,0.178882
18.065855,-0.16046068,-0.53245884,-0.22840236,0.2767607,-0.50041974,-1.3058332,-0.6642888,-0.37701303,1.588261,0.6885126,0.6916015,-1.2429591,-1.1291386,-1.1964366,0.8204134,-0.82300866,2.092304,-1.2677974,-1.812652
-4.9610167,-0.648657,2.812931,0.38296366,-2.1156945,-2.2673733,-6.769883,-3.3443205,6.6768684,-0.6107014,1.5649071,0.658064,3.8083098,0.6291998,1.0356143,-2.8885887,3.1389296,0.12913619,-3.5910783,-1.878725
-4.4383507,-0.17409669,-0.15179628,0.11010096,0.08934229,-0.46451995,-0.4703415,-0.065811716,0.15480594,-0.32678935,-0.84774226,0.44277284,0.37131658,0.030355563,-0.23142625,-0.5679543,0.048671316,-0.23152272,-0.29422295,-0.39589733
18.697117,0.28554058,1.4238738,-1.3793147,-1.1449438,1.8366834,1.2027998,2.1698759,-1.0707022,-1.8436284,-1.747133,-0.37068653,4.9100246,-2.4311714,-0.35152754,1.7458313,2.375127,-4.192681,-0.44387653,0.68918043
-4.182203,0.1763793,-1.4528097,0.6141656,0.5428499,-0.3095427,-1.9249659,-1.1689149,-0.39089206,-1.6231623,-0.4696627,1.6718447,-0.008905932,-0.8334441,-0.30456966,-1.1730938,-1.9407253,0.35399374,-1.1217314,2.4859526
17.712814,-0.21763481,-0.518212,0.961413,0.061537176,-0.13482599,-0.33195382,-0.27802372,-0.4520414,0.0026427559,0.43436137,-1.009675,-0.44803974,-0.43523777,-1.6534797,1.7566028,-0.58006144,-1.2286342,-2.053095,-0.16498148
-3.5712738,-0.3101379,-0.50903445,-0.2711507,0.05336348,0.47434887,-0.25204307,-0.079646274,0.14262396,-0.2799694,-0.80045176,-0.080848925,-0.03748755,-0.0465699,0.38281184,-0.07503859,-0.24260512,-0.56710297,-0.07034901,0.13606812
-3.8316672,0.18891336,0.20394778,-0.63975245,-0.431451,0.4268752,0.9873843,-1.1856388,-0.6120968,-0.17226374,-1.4247427,2.1777048,1.2300416,-2.058926,0.9591332,1.1225188,-1.9021254,-2.6920083,-1.4223238,-0.59966964
-4.573159,-0.29005465,-0.17019036,0.027024038,-0.7606877,0.50525695,-0.27480108,-0.024089599,-0.58252406,0.48431215,-0.29869145,0.42172247,0.7459869,-0.9584298,0.9944159,0.20910153,-0.8138406,-0.58474755,-2.2414215,-0.7652413
-3.9877453,-0.15454492,-0.6082977,0.78560233,-0.71130276,-0.9857207,-0.14207211,-0.19266179,-1.4374542,0.8919275,-0.71745586,-0.242181,-0.18373264,-2.609974,0.74870247,-0.0369741,-0.9272283,0.6361249,0.35049796,-2.9622464
-4.3949137,-0.29984993,-0.1704957,0.22096907,-0.22917087,-0.34756958,0.23816322,-0.22969912,-0.38605615,-0.2773264,0.0046343035,0.17893244,0.040728804,-0.249919,-0.3418916,-0.11378041,-0.19864725,0.117610194,0.22061586,0.17208865
-4.392435,-0.22229712,-0.7812646,0.09275929,-0.16059487,-0.016247768,-0.46365282,0.13348469,-1.0949038,0.09517942,-0.28453657,-0.1877271,1.149384,-0.5182634,-0.42239973,0.71445435,-0.10739776,0.25592083,-1.1096884,0.064064234
-4.2488165,-0.05505679,0.13112153,-0.3341941,-0.62411964,-0.4800368,-1.0715137,-0.27196378,-1.6214716,0.78103805,-0.15028054,0.5538935,1.2207999,1.1431293,0.6141736,-0.118634395,-0.8717301,0.0082424125,-0.18329413,0.72380966
-3.758967,-0.5850539,-0.20997995,0.17986229,0.14261156,-0.39862472,0.47590196,2.127742,0.97286516,3.0603328,0.6924663,1.0060456,0.22448651,2.2287881,3.966226,0.19662498,2.9466417,2.9990516,1.0727453,3.0405128
16.34549,-0.050303474,0.43932337,0.017130353,-0.2355456,0.7803473,-0.35084075,-0.7500448,-0.5148432,1.8356047,-1.4745938,1.1868399,-0.63622177,2.349829,5.3894024,-3.4039278,2.3049052,0.25547466,1.0578531,-0.42984188
-3.9580834,-0.117105775,0.09565652,-0.4462112,-0.018830998,0.22385143,-0.32154992,0.014011426,0.0038365037,0.052666523,-0.54770887,0.26175797,0.20676552,-0.059555884,-0.20723486,0.4192996,0.1242664,0.30421752,-0.11692579,0.2860475
-3.9975283,0.14950013,-0.47321343,0.60136396,0.08626411,-0.09764141,0.8867141,0.3560164,-0.23164411,0.6539827,-0.15408197,0.05762872,0.9661525,0.5422169,0.5700239,0.19494377,-0.5640851,0.102434866,-0.23899913,0.8396987
-4.296023,-0.29130754,-0.5426999,0.46351394,-0.3230971,-0.13289532,-0.27194637,0.005711326,-0.16905089,0.16267082,-0.1945576,0.01915975,0.1044957,0.025629234,-0.66872513,0.24305744,0.6673733,0.1934851,0.7862539,-0.35364103
-4.7197313,0.2914252,-0.032358166,1.9145561,-1.4401155,2.5420394,1.4160631,0.115086205,-1.9754754,-0.8203234,-4.073136,-1.3825265,-1.5813265,-1.1560036,2.1266608,0.7757263,1.902479,0.71431553,-3.2075536,-4.503704
