16.61899,0.28572088
-4.471244,0.11787644
-4.033578,-0.18895866
15.094574,0.11724037
-4.189921,-0.86846673
-4.274968,0.42537266
-4.0473084,6.235276
-3.8493166,0.7425395
16.286827,0.13497855
-4.3504066,-0.77127314
-4.387314,-1.5415632
-4.1361237,3.6890147
16.517595,0.26193663
-4.534283,13.187221
-4.1195583,2.4228544
16.599644,-0.18219084
-4.117233,-0.5209322
14.262232,-0.2591486
-3.8847718,-1.2891134
-4.1411886,-1.021329
-3.4090183,-2.2744799
-3.5507739,-0.8469611
-4.2464204,-0.70584977
-4.225456,-0.24508391
-3.8464074,0.5494275
-3.7326636,0.84013736
16.638773,-0.06456375
-4.3238587,-0.1152865
-3.9680932,-0.22078033
-4.3482127,-0.2431779
-4.057822,-0.8374583
-4.3792033,-0.32662293
16.189693,-0.13008837
-3.588261,-0.6209007
-3.9351192,-9.122497
-4.1272197,-0.86962116
-4.894389,-0.84169066
-4.3627925,5.798067
-4.197667,0.8809119
-3.8165615,-0.084450625
-4.0642505,0.42321745
-4.1349325,0.38214356
-4.422061,-0.14060095
-4.1287327,-0.33198112
-3.6878016,-0.91158086
-3.891607,-0.5547279
-4.0158834,1.4260992
-3.7681043,-0.68737304
16.142311,-0.23453555
13.978503,-0.2143329
-4.196036,-1.7126443
-4.5834513,-2.4805408
-4.4033403,-0.12732017
-3.934779,-0.8898971
-4.087473,0.10948607
16.826956,0.007086791
-4.1095924,-0.13095489
17.03633,0.008716147
-3.9724648,-0.47368982
-3.6312613,-0.28750318
16.721138,-0.1078157
-4.0488877,-0.27366397
16.532381,0.023018487
15.159176,0.22182508
-4.0504875,-1.9379169
-4.1414638,-0.263895
-4.045485,0.19162016
-3.937682,-0.09103159
-4.391351,-0.6412697
-4.315342,0.6033939
-4.061256,0.2715603
-4.2776136,-0.571336
17.024992,-0.1725156
-3.8273072,4.3106303
-3.8452117,-0.34434783
-3.5384302,-0.4055451
-3.9164531,-0.17271134
16.72497,0.37036902
-4.0950537,-0.051259246
-4.1195874,-0.17133744
-4.414779,-3.624749
-4.014926,-1.4081906
-4.2554617,0.06404779
17.653023,0.20231922
-4.0322614,3.0277135
-4.1316543,-0.073292494
-4.216944,0.17212732
-4.2250733,0.14944857
-4.3313713,0.043809395
-3.5220928,-0.025066132
-3.7508714,-2.122418
-4.470015,-0.27354363
-4.145041,1.4075001
-4.4024897,-0.03770492
-3.339544,-0.23315912
-4.0727835,-2.1674452
-4.1105113,-0.09960478
15.680193,0.47672755
18.8907,-0.36296105
-3.9526412,-0.578484
