17.682701,0.27967727,-0.22412342,-0.46735597,-1.0138382
-4.6142473,-0.39671785,-0.25540605,0.11614241,-0.6186682
-4.377308,-0.087468505,-0.25019002,-0.092274085,-0.08812345
15.951915,0.037950635,-0.6507584,0.25998986,0.8035682
-4.848964,-0.034521002,-0.46604466,0.2798496,0.22572786
-4.3966727,-0.12335949,-0.5327213,0.64660716,-2.1453407
-3.3003628,-0.76696134,-1.5738703,2.2686787,9.914128
-4.2332287,-0.27189332,-0.6554761,-0.120222494,-0.06948954
17.418114,0.030041808,0.2527098,0.18048948,-0.97326165
-4.443367,-0.52307934,-1.113001,0.2981809,-0.5860321
-4.171757,-0.027486391,-0.43436444,-0.016919674,-0.62858415
-4.9840674,-0.50902647,-0.36921504,-0.40422177,0.13147923
17.19399,0.45117328,-0.40162855,-0.29406604,1.4427634
-4.2486453,0.4664832,-0.558115,-1.0425813,1.4154558
-4.4569206,-0.21648157,-0.17593856,-0.4669867,0.40396515
18.515148,0.12768564,0.5343323,-0.04776117,0.1454313
-3.880282,-0.09983776,0.7962273,-0.21628904,0.5560415
17.767056,0.043297634,-0.3615139,0.12238199,1.0461667
-3.9203641,-0.20160149,-0.6124442,-0.06921282,-0.07646084
-4.0258155,0.97051805,1.0727123,10.058659,7.91563
-4.4317822,-0.31990996,-0.16832106,-0.2480819,0.30406442
-3.6597981,-0.08615637,-0.22463012,-0.32946092,-0.36443958
-4.2920876,-0.3677487,-0.012740161,-0.4530277,0.08671187
-4.7886496,-0.48334318,-0.18859293,0.18676001,0.32702962
-3.76107,0.17764522,-0.2612441,0.85061944,1.5766137
-3.6267064,0.26190338,0.11980208,-0.52291304,0.67287093
17.373384,0.05799554,0.11559595,0.023815028,0.2543032
-4.155032,-0.54495823,0.05781588,-0.093034096,0.010948464
-4.427832,-0.06785745,-0.15510799,-0.7090848,-0.26970524
-4.5312357,-0.66942036,-1.1349956,-2.0453815,-0.5745111
-4.673549,-0.67630255,-0.051804963,-0.30590796,0.20794518
-4.711184,-0.15822633,-0.7158724,-0.19826809,-0.59248936
17.28437,0.02670472,0.40277398,-0.7580962,0.7979997
-4.204485,-0.3229618,-0.52083683,-0.086794995,0.42306995
-4.34329,-1.0848366,-0.73461205,-0.44537765,-0.7807645
-4.614469,-0.53613794,-0.23964791,-0.30700532,-0.22679584
-4.0641956,2.443882,0.035047863,-0.84042656,-0.97204024
-5.0490985,18.239006,2.7445474,0.014962359,-0.98097575
-4.439721,0.89880615,-1.5907912,-0.5931776,1.7817786
-3.8196487,-0.1697728,-0.6955728,-0.012728092,0.20531727
-4.0291038,0.18494186,0.034898557,-0.008136363,-0.07041642
-4.613182,-0.25433046,-0.26834977,-0.123439685,-0.5039566
-4.90593,-0.61733454,-0.12938005,-0.12917055,-0.5740694
-4.9204593,-0.44931477,0.41172183,-0.5748602,0.51620847
-5.000173,-3.1285622,17.261158,-2.1494942,1.3768117
-4.196775,0.72566986,1.3091776,-2.5060499,0.5418046
-4.2434473,0.6079351,-0.6606673,0.18947782,1.7803355
-4.3337536,-0.20855853,-0.23830679,-0.42865327,-0.22294207
18.5109,-0.521682,0.9920238,-0.17421907,-0.68247956
17.81756,0.00576661,0.11888434,-0.049123805,-1.2710545
-4.1886044,-0.7302714,-0.098773345,-0.17926921,-0.33833128
