16.537516,-0.049809147,-0.5418888,-0.6058218,0.58788055,-0.6242636,2.2665777,-0.35176533,0.22402032,0.53116125
-4.2989674,-0.35005912,-0.68850905,-0.3326676,0.3232903,-0.023322359,0.7724321,-0.71452767,-1.1201618,-0.19720398
-4.647167,-0.16695288,-0.3600374,0.22918102,-1.1473228,-0.40657339,0.83455867,-0.9217289,0.5711065,0.569898
14.825176,0.54309034,1.4847823,0.19692226,-0.9744722,1.474293,-1.0744901,0.86204195,6.134688,0.48231694
-3.798116,-0.1878221,-0.63308364,-0.19492947,0.026562681,0.058619253,-0.03963147,-0.7809216,-0.17431161,0.029905438
-4.059612,-0.3966868,-0.41108373,-0.1046398,-0.044099428,0.74318725,-0.22116567,-0.26895392,0.10516355,-0.6698518
-3.9133806,-0.5777015,-0.66485053,-0.13682891,0.23902988,0.05843916,0.09101598,-0.93038774,0.5004571,-0.7352218
-4.4752173,-0.3699916,-0.25854698,-3.1616404,-1.358219,-2.8242526,7.0403705,-0.8719426,6.387312,2.0906875
17.666296,-0.10631953,0.32967404,-1.2082256,0.087944545,0.13827057,0.8240217,2.6763577,-0.6679522,0.7229341
-4.1573453,-0.19404711,0.013308632,0.9345361,0.5505024,0.7446079,0.078881025,1.5485779,0.37502667,-1.394335
-4.286778,-0.03588228,-0.7688655,0.41167882,-0.4115393,0.09994066,0.06812518,0.37318948,-0.39634472,0.40641665
-3.9641523,-0.1097999,1.0854143,-0.00038343083,-0.22983198,0.13998854,-0.11073175,0.09521894,-0.8029376,0.622873
16.902876,-0.3842703,1.1243442,1.0164654,0.661785,0.98972535,-1.2014861,-0.9152105,-0.1823333,1.3883147
-4.1679068,-0.24376778,0.42747536,-0.21518174,-0.3730771,0.8328343,-0.15947874,-0.022758538,0.2541749,-0.9782339
-3.9544585,-0.10837894,-0.6393103,-0.19981211,-0.6373744,-0.004643977,0.06720269,-0.4878275,-0.1513632,-0.5956348
15.964856,1.3503357,-1.8845099,-2.024879,-2.081622,-0.5856581,1.8279084,-2.5408087,-4.4403195,0.90781206
-3.8890295,-0.13916434,-0.25352538,0.4199812,-0.55567116,-0.06334796,0.20635511,-0.44939914,-0.5780351,-0.537258
16.896072,-0.46860817,0.46106794,0.30750948,-0.26433608,-0.3524334,-2.1030414,0.40428072,1.4734609,-3.4702523
-4.0426064,-0.50295573,-0.14057413,0.044298805,-0.01979365,0.30813038,-0.017265609,-0.037570916,1.059421,0.785757
-4.032354,0.18316638,-0.25208575,-0.12544093,0.17779942,0.7567753,1.3269198,-0.6468757,0.061793644,0.34080616
-4.185782,-0.11090962,-0.37972355,-0.016143326,-0.50803816,0.59748626,-0.7300546,-0.98511064,-0.08748638,0.74117255
-3.8299084,-0.24743612,-1.1956365,-0.22186695,0.23648189,-0.024465447,0.0305193,0.3134029,-1.057739,0.9848811
-3.9970145,-0.24571554,-0.03379419,-0.029584877,-0.21476132,0.35627255,0.2138113,-0.33273035,-0.35176578,-0.28489405
-4.8223023,-0.44869524,0.11406206,-0.37235385,0.3261957,0.21582799,0.12447609,-0.77402085,0.30320147,0.13770783
