17.027994,0.7452378,0.02435326,0.054486345,-0.85802746,-0.16334024,-0.8864231,0.10648968,0.33986738,0.08743501,1.0103563,-0.9296175,-0.5720398,-0.16146661,0.3544086,0.439013,0.043262567,0.669324,-0.857964,-1.6322324,0.38927963,-0.4712916,0.8932205,-0.7436646,0.14577314,-0.807929,-3.8475654,0.87886924,1.5397536,1.0805069,2.615598,-1.2510803,2.0560265,0.6068097,1.7748774,-2.3321166,1.4471967,-0.6171554,-1.4493008,-0.11066415,1.0147516,-1.2414954,-2.1494677,3.4829462,-0.5005195,2.1988497,0.8061186,3.1471753,0.02970698,2.3242815
-4.0385556,-0.4940616,-0.21294418,0.37990645,0.29181337,-0.4191103,0.033440243,-0.39078593,0.17120813,0.37740362,-0.45782426,-0.2104546,0.55530286,-0.30167973,0.21790405,0.085239284,0.14870968,-0.2360301,-0.021049054,0.15417618,-0.2243406,0.5875677,0.2576804,0.25493628,-0.59794813,-0.34192404,-0.013569068,-0.046978164,-0.1468274,0.19091898,0.111380145,-0.32286027,0.18394685,0.47012213,-0.1993517,0.012658078,0.56766397,0.2231809,-0.09778922,0.39102936,-0.61985016,-0.1019109,-0.33611998,-0.690365,-0.34719503,-0.45402712,-0.96526253,-0.27908692,0.42406785,0.6445407
-4.0477643,-0.083508864,-0.06621757,0.6024601,-0.05461732,-1.0730271,0.30550003,0.3528037,-0.23376805,0.541281,-0.67036974,-0.23002082,-0.30074894,-1.3145983,1.0588696,0.54059446,-0.07806282,-0.16764297,-0.397077,-0.9801074,-0.5344346,0.9904184,0.58438194,0.12010408,-0.3384044,0.6436609,1.9510814,0.5820717,1.5274733,0.009257849,0.19091813,0.8058953,-0.30379075,-1.8061814,-1.4875116,-0.5300729,0.13463306,1.1256961,-1.6402284,0.9765659,-0.7167608,-0.16408928,-3.8793063,3.7111359,-0.04416346,1.9560856,-1.0793165,0.6760017,0.6385267,-1.9985486
16.415293,0.035696927,-0.5528284,-0.31564423,0.34596324,0.35149363,-1.4757961,0.27265665,0.13288996,0.058744654,-0.66317093,-0.09549937,-0.73424304,-2.0160851,-2.064881,1.0410451,1.6542968,0.90702116,0.5120211,2.317491,2.0624933,0.20252983,-0.1557691,-0.5120919,-1.5359827,1.4078301,0.8869616,0.3821133,1.0044256,1.7302192,-0.10790534,-1.872935,1.0513921,-1.6021461,-1.2574407,0.04899875,-1.3814051,-1.8390027,-1.5477746,-1.1141565,-1.5362946,2.0543368,-0.8949655,-1.3256365,-0.63949317,-2.4090421,0.8816569,-1.5675367,0.31766436,-0.03456781
-3.8699918,-0.6925653,-0.29572153,0.1880605,0.042518683,-0.32375613,0.5330646,-0.042085454,-0.00653553,-0.26430053,0.15468042,-0.53218585,0.48537713,-0.11020187,-0.07604151,-0.50752425,-0.18257602,-0.3475405,0.14603482,0.03689024,0.76365364,-0.115642406,-0.22106506,0.6042195,-0.780261,-0.6334393,0.19679683,-0.094967335,1.2664436,0.023916984,-0.58468765,0.27853233,0.39678663,0.10308529,-0.15097742,-0.39738363,0.28555545,-0.3787946,0.17824768,-0.548422,-0.61762434,0.9623055,-0.3418979,0.3668671,0.648466,-0.65154165,0.90891576,-0.8560938,0.27022794,-0.6151062
-3.935049,-0.55739754,-0.38602623,-0.12360999,0.3721006,0.35961762,0.1318666,-0.06579561,-0.00943249,-0.0047030835,-0.70203346,-0.0027445117,-0.20472156,-1.2199996,-0.15580836,0.3751397,0.7029929,-0.42443737,-0.094541855,0.4914991,0.45099,0.030723909,-0.08474212,0.514461,-0.69937825,0.30966812,0.082006566,0.09855337,-0.34046593,-0.15506122,0.8327495,0.16226944,0.16827746,0.006315965,-0.876207,-0.12453566,1.4945917,-0.7148073,-0.713411,-0.1567156,0.22146769,0.6490335,-0.7080206,-0.39885893,-0.19100064,0.49762756,0.19927457,-0.95483613,0.9413678,1.1579752
-4.2840543,-0.19237813,-0.2461333,-0.2849622,-0.21710183,-0.45411175,0.31080085,0.22689466,-0.0495833,0.8352548,0.15721576,-0.16024905,-0.035241164,-0.5855077,0.15428248,-0.09091395,-0.1688163,-0.26078668,-0.23118098,-0.010743245,0.33280796,0.4035045,0.2843281,0.38731313,-0.51406527,0.091488585,-0.27176276,0.14918038,-0.63308495,-0.16768734,0.14297177,-0.37478462,0.038574878,-0.71014464,-0.07194793,-0.9540185,-0.14920099,0.11886693,-0.3734169,0.28227353,0.366851,-0.43731242,1.0498163,-0.17819767,-0.28619787,0.06626264,0.7131012,0.35842255,0.7469223,-1.0476393
-4.0023193,-0.4302187,-0.10969801,0.17231977,-0.42534655,-0.8331905,-0.66899365,-0.17438096,-0.73953915,-0.2796138,-1.1070732,-0.43310508,0.97117186,0.10944916,-0.19861224,-0.13283326,-0.49222708,-0.8102929,0.7528285,-0.54195035,0.07107251,0.43161625,0.115330376,-0.28126672,-0.28656805,-1.3692971,0.101382524,0.9741919,1.3835866,0.37643003,0.8388261,-0.27995667,-1.0925153,-0.0972324,-2.0031657,-0.9945377,-0.890128,-2.3835363,-0.9787674,2.5536163,-0.046548784,0.8045982,0.8799379,-0.48641473,1.0011004,-4.2218714,1.6848714,1.0445315,-1.6559246,-2.4597414
16.632017,-0.20205605,0.20514004,-1.5781195,-0.05957329,-0.3544347,0.404582,0.49605954,0.120391,-1.4701078,0.66879064,-1.2984506,-0.15064527,0.14632586,0.16651674,-0.8362912,1.4390613,-0.32755727,0.26651284,-0.65272254,0.5070056,0.3808155,-1.9505349,-1.2688936,1.1256459,-0.25291643,-0.31336775,0.09187091,3.9248981,-0.0884963,-1.0651578,-0.2636569,-2.4173717,1.1222165,2.0701482,-2.6935885,-3.3280773,1.3398197,1.4174199,-1.0867903,-1.4370985,2.2330585,0.6613918,0.2343782,-2.492212,-0.19691215,2.4896212,1.6835779,1.3329784,-1.939197
-4.192862,-0.2747631,-0.28071567,0.13229106,0.019829515,-0.4551879,0.35835493,-0.23508132,-0.6153555,0.10595405,0.012706562,-0.47937799,0.085535035,0.11263984,-0.29525375,0.42323312,0.56171006,-0.3574327,-0.2462167,-0.11029923,-0.3234093,1.0477201,-0.5020762,0.0021052265,-0.6810901,0.08203024,-0.34785768,-0.12821011,0.74062663,0.101371385,-0.012927794,-0.171463,0.13210484,0.5949895,0.22871664,-0.78182226,-0.4170165,-0.5401727,-0.2250654,1.0668982,0.46044567,0.22480084,0.40551764,0.1851863,0.19237506,0.3269562,0.10224844,0.45988265,-1.195525,0.25156957
